ADDRESS,TRANSACTION,TYPE,LATITUDE,LONGITUDE
10401 #104 Venice Boulevard,Leased,Retail Space,34.0335766,-118.2629378
10401 #105 Venice Boulevard,Leased,Retail Space,34.0338874,-118.2626347
10401 #106 Venice Boulevard,Leased,Retail Space,34.0336885,-118.262976
10401 #200 Venice Boulevard,Leased,Office Space,34.0347413,-118.2645864
10755 Venice Boulevard,Leased,Flex Space,34.0186243,-118.4087797
10757-61 Venice Boulevard,Leased,Land,34.0181471,-118.4088482
10889-93 Venice Boulevard,Leased,Retail Space,34.0165059,-118.4117235
12015 Venice Boulevard,Leased,Retail Space,34.0062466,-118.4296632
12015 Venice Boulevard (2),Leased,Office Space,34.0062466,-118.4296632
12102 Venice Boulevard,Leased,Retail Space,34.0053471,-118.4298379
12201 Venice Boulevard,Leased,Retail Space,34.0051814,-118.4316669
12203 Venice Boulevard,Leased,Retail Space,34.0050971,-118.431724
12207 Venice Boulevard (3),Leased,Retail Space,34.0050313,-118.4319065
12209 Venice Boulevard (5),Leased,Retail Space,34.0049998,-118.4319521
12210 Venice Boulevard,Leased,Retail Space,34.0044379,-118.4313792
12215 Venice Boulevard (3),Leased,Retail Space,34.0049723,-118.4319851
12240 #11 Venice Boulevard,Leased,Office Space,34.0336277,-118.2626206
12243 Venice Boulevard (2),Leased,Retail Space,34.0047583,-118.4320776
12249 Venice Boulevard (2),Leased,Retail Space,34.0046998,-118.4322483
12255 Venice Boulevard (3),Leased,Retail Space,34.0046031,-118.4323
12257 Venice Boulevard,Leased,Retail Space,34.0046267,-118.4324427
12300 Venice Boulevard,Leased,Commercial,34.0039939,-118.4322698
12312 Venice Boulevard,Leased,Retail Space,34.0038245,-118.4324776
12316 Venice Boulevard (2),Leased,Retail Space,34.0038223,-118.4326348
12318 Venice Boulevard (2),Leased,Retail Space,34.0036651,-118.4327033
12318.5 Venice Boulevard (2),Leased,Warehouse,34.033633,-118.2626299
12320 Venice Boulevard,Leased,Retail Space,34.0036735,-118.4329086
12513 Venice Boulevard,Leased,Creative Space,34.00328,-118.4350449
12515 Venice Boulevard,Leased,Creative Space,34.0032471,-118.4351193
12521 Venice Boulevard,Leased,Commercial,34.0031696,-118.4353637
12523-A Venice Boulevard (2),Leased,Commercial,34.0030586,-118.4353595
12553 Venice Boulevard,Leased,Retail Space,34.0029384,-118.4356879
12621 Venice Boulevard,Leased,Flex Space,34.0023288,-118.4371912
12900 Venice Boulevard (2),Leased,Retail Space,33.9994957,-118.441141
1647 LaCienega Boulevard (2),Leased,Commercial,34.047597,-118.376495
2632 LaCienega Boulevard,Leased,Warehouse,34.0344517,-118.3770588
2632-34 LaCienega Boulevard,Leased,Flex Space,34.0344517,-118.3770588
2634 LaCienega Boulevard,Leased,Flex Space,34.0344517,-118.3770588
2636 LaCienega Boulevard,Leased,Warehouse,34.0344822,-118.3770489
2677 LaCienega Boulevard,Leased,Warehouse,34.0335115,-118.3764872
2688 LaCienega Boulevard,Leased,Warehouse,34.033907,-118.3761629
2728-42 LaCienega Boulevard,Leased,Flex Space,34.0335459,-118.3755499
2732 LaCienega Boulevard (2),Leased,Office Space,34.033527,-118.3755185
2736 LaCienega Boulevard,Leased,Gallery Space,34.0335081,-118.3754871
2740 LaCienega Boulevard (2),Leased,Office Space,34.0331713,-118.375248
3129 LaCienega Boulevard,Leased,Warehouse,34.0299085,-118.3719614
2630 LaCienega Avenue,Leased,Office Space,34.0337224,-118.3779923
2632 LaCienega Avenue,Leased,Office Space,34.0336553,-118.3779809
3209 LaCienega Avenue (2),Leased,Creative Space,34.031951,-118.378926
3223-A LaCienega Avenue (4),Leased,Flex Space,34.031627,-118.3791839
3223-B LaCienega Avenue (3),Leased,Flex Space,34.031627,-118.3791839
3223-C LaCienega Avenue (3),Leased,Flex Space,34.031627,-118.3791839
3630 Overland Avenue (2),Leased,Automotive,34.0227639,-118.4095784
3745 Overland Avenue,Leased,Warehouse,34.0196645,-118.4081408
4302 Overland Avenue (2),Leased,Office Space,34.0116183,-118.3999481
4308 Overland Avenue,Leased,Retails Space,34.0114408,-118.3999914
311 S. Robertson Boulevard,Leased,Retail Space,34.0711608,-118.3839741
2350 Robertson Boulevard (2),Leased,Retail Space,34.0401769,-118.3876696
2352 Robertson Boulevard (2),Leased,Retail Space,34.0413569,-118.4293514
2356 Robertson Boulevard,Leased,Retail Space,34.0400505,-118.3876868
2358 Robertson Boulevard (2),Leased,Retail Space,34.0399912,-118.3876925
2358 1/2 Robertson Boulevard,Leased,Retail Space,34.0330042,-118.3890714
2360 Robertson Boulevard,Leased,Retail Space,34.0399255,-118.3877153
2520 Robertson Boulevard,Leased,Retail Space,34.0384112,-118.3881717
"3268 Motor Avenue, 2nd Floor",Leased,Office Space,34.0299456,-118.4107651
3268.5 Motor Avenue (4),Leased,Office Space,34.0209661,-118.4043508
3300 Motor Avenue,Leased,Flex Space,34.029204,-118.41033
3316 Motor Avenue,Leased,Retail/Office,34.0289639,-118.4102815
3347 Motor Avenue,Leased,Creative Space,34.0282888,-118.4103543
3505 Motor Avenue (4),Leased,Retail/Office,34.0261641,-118.40862
3767 Motor Avenue,Leased,Retail Space,34.0210583,-118.4046527
10413 Tabor Street,Leased,Retail Space,34.024934,-118.4077219
11612 Culver Boulevard,Leased,Land,33.9990151,-118.4142819
214-16 Lincoln Boulevard,Leased,Retail Space,34.0017342,-118.4681291
1804 Lincoln Boulevard,Leased,Medical Office,33.9964867,-118.4572244
8419 Lincoln Boulevard (2),Leased,Retail Space,33.9609794,-118.4206231
8421-A Lincoln Boulevard,Leased,Medical Office,33.9608565,-118.4205546
8590-92 National Boulevard,Leased,Warehouse,34.0269523,-118.3825893
10131-B National Boulevard,Leased,Flex Space,34.0292992,-118.4064064
10410 Palms Boulevard (2),Leased,Office Space,34.0260554,-118.4088938
3745 Durango Avenue,Leased,Warehouse,34.0278885,-118.3943619
3779-81 Durango Avenue,Leased,Warehouse,34.0272193,-118.3941909
5053 Exposition Boulevard,Leased,Warehouse,34.025043,-118.35415
1080 Fairfax Avenue,Leased,Retail Space,34.0559814,-118.3645309
1084 Fairfax Avenue,Leased,Retail Space,34.0559227,-118.3646623
1086 Fairfax Avenue,Leased,Retail Space,34.0558684,-118.3646924
1088 Fairfax Avenue,Leased,Creative Space,34.055838,-118.3647133
2633 Fairfax Avenue,Leased,Creative Space,34.0315866,-118.371446
2105 1/2 LaBrea Avenue,Leased,Commercial,34.0200311,-118.3561186
1756 Sepulveda Boulevard,Leased,Automotive,34.0464544,-118.4428013
1800 Sepulveda Boulevard,Leased,Medical Office,34.0460577,-118.4425504
2210 Sepulveda Boulevard (2),Leased,Retail Space,34.0399051,-118.437346
4016 Sepulveda Boulevard,Leased,Retail Space,34.0083031,-118.4134957
4026 Sepulveda Boulevard,Leased,Retail Space,34.007981,-118.4131563
4125 Sepulveda Boulevard,Leased,Medical Office,34.0061448,-118.412682
4129 Sepulveda Boulevard,Leased,Commercial Space,34.0060248,-118.412682
4129 1/2 Sepulveda Boulevard,Leased,Commercial Space,34.0060649,-118.4126255
4155 Sepulveda Boulevard,Leased,Automotive,34.0055572,-118.4119346
4205 Sepulveda Boulevard,Leased,Retail Space,34.0054365,-118.4116779
4219-A Sepulveda Boulevard (2),Leased,Retail Space,34.00526,-118.411235
4219-B Sepulveda Boulevard (2),Leased,Retail Space,34.0052392,-118.4111971
4234 Sepulveda Boulevard,Leased,Retail Space,34.0053841,-118.4104114
4236 Sepulveda Boulevard,Leased,Commercial,34.0053684,-118.4103543
4327 Sepulveda Boulevard,Leased,Retail Space,34.0039858,-118.4091677
4328 Sepulveda Boulevard (2),Leased,Retail Space,34.0041572,-118.4087031
4351 Sepulveda Boulevard,Leased,Retail Space,34.0035188,-118.4083576
4353 Sepulveda Boulevard (2),Leased,Retail Space,34.0034903,-118.4083119
4355 Sepulveda Boulevard,Leased,Retail Space,34.0034831,-118.4083005
4360 Sepulveda Boulevard (2),Leased,Medical Office,34.0036183,-118.4077524
4360 1/2 Sepulveda Boulevard,Leased,Office Space,34.0060649,-118.4126255
4364-66 Sepulveda Boulevard,Leased,Retail Space,34.0037418,-118.4075074
4410 Sepulveda Boulevard,Leased,Office Space,34.0032711,-118.4071046
4473 Sepulveda Boulevard,Leased,Retail Space,34.002205,-118.4060983
4475 Sepulveda Boulevard,Leased,Retail Space,34.0021167,-118.405858
4838 Sepulveda Boulevard (3),Leased,Office Space,34.0008328,-118.4025953
4940-50 Sepulveda Boulevard,Leased,Office Space,34.0002149,-118.4014986
5380 Sepulveda Boulevard,Leased,Land,33.9964196,-118.3957438
5578 Sepulveda Boulevard,Leased,Retail Space,33.991164,-118.3949158
5580 Sepulveda Boulevard (2),Leased,Retail Space,33.991094,-118.394836
5582 Sepulveda Boulevard,Leased,Retail Space,33.9910182,-118.3949387
3851-55 Jasmine Avenue (2),Leased,Automotive,34.0204154,-118.4011891
11177 Lucerne Avenue,Leased,Commercial,34.0007983,-118.4025182
11179 Lucerne Avenue,Leased,Commercial,34.0007281,-118.4024456
4125 Jefferson Boulevard,Leased,Warehouse,34.0041846,-118.3937657
11501 Jefferson Boulevard,Leased,Automotive,33.9887356,-118.3980995
11840 Jefferson Boulevard,Leased,Flex Space,33.9854311,-118.4022814
13336 Beach Avenue,Leased,Flex Space,33.9919449,-118.4426978
13421 Beach Avenue,Leased,Flex Space,33.9912552,-118.444901
13424 Beach Avenue (4),Leased,Warehouse,33.990821,-118.4446782
3651 Crenshaw Boulevard,Leased,Retail Space,34.0212946,-118.33557
6800 Centinela Avenue (2),Leased,Warehouse,33.9842142,-118.4021414
3764 Glendon Avenue (2),Leased,Warehouse,34.0183491,-118.4089336
3834 Willat Avenue,Leased,Creative Space,34.0265767,-118.3908666
1660 Euclid Street,Leased,Flex Space,34.0192496,-118.4824538
4010 Sawtelle Boulevard,Leased,Office Space,34.0071176,-118.416115
10510 Rose Avenue,Leased,Office Space,34.028355,-118.411974
4460-64 W. Adams Boulevard,Leased,Commercial,34.032263,-118.337021
4539 W. Adams Boulevard,Leased,Commercial,34.0327645,-118.3389921
5187-89 W. Adams Boulevard,Leased,Commercial,34.032797,-118.354889
5701 W. Adams Boulevard,Leased,Commercial,34.0327609,-118.3670591
5760 Rodeo Road,Leased,Commercial,34.0214225,-118.3713167
5766 Rodeo Road,Leased,Commercial,34.0213838,-118.3714928
5778 Rodeo Road,Leased,Commercial,34.0214108,-118.3713394
5820 Rodeo Road (2),Leased,Retail Space,34.0211762,-118.3731927
6086 Comey Avenue,Leased,Gallery Space,34.0351512,-118.3770035
3521 Helms Avenue,Leased,Creative Space,34.0266638,-118.3836527
5709 Mesmer Avenue (2),Leased,Creative Space,33.9846605,-118.3999965
11517 Santa Monica Boulevard,Leased,Retail Space,34.045626,-118.4527962
11517 1/2 Santa Monica Boulevard,Leased,Warehouse,34.045626,-118.4527962
